SiteID,Timestamp(UTC),BrokenURL
TBNYC,2023-01-03 22:42:40.008Z,"https://darksky.net/forecast/40.752628,-74.001481/us12/en"
TBNYC,2023-01-03 22:44:59.380Z,"https://darksky.net/forecast/40.752628,-74.001481/us12/en"
